Image,ID,Length,Name,Description,,
,CID_A_204_Athena_Commando_M_ClashV_SQNVJ,40,Eddie Brock,You might call them a bit of an odd couple.,,
,CID_A_205_Athena_Commando_F_TextileRam_GMRJ0,44,Unchained Ramirez,She's coming in haute.,,
,CID_A_206_Athena_Commando_F_TextileSparkle_V8YSA,48,Fashion Banshee,Battle Bus prepped. Runway ready.,,
,CID_A_207_Athena_Commando_M_TextileKnight_9TE8L,47,Game Knight,So retro you can call it a renaissance.,,
,CID_A_208_Athena_Commando_M_TextilePup_C85OD,44,Shady Doggo,Who's a stylish boy?,,
,CID_A_209_Athena_Commando_F_Werewolf,36,Ione,Raised by wolves. Now she bites the hand that feeds.,,
,CID_A_210_Athena_Commando_F_RenegadeSkull,41,Skeletara,Lightly irradiated for maximum destruction.,,
,CID_A_211_Athena_Commando_M_Psyche_JWQP3,40,Chaos Origins,"He's a mad, mad, mad, mad scientist.",,
,CID_A_212_Athena_Commando_M_Tomcat_M1Z6G,40,Rick Grimes,Ought to be polite to a man with a gun.,,
,CID_A_213_Athena_Commando_M_CritterCuddle,41,Curdle Scream Leader,The ultimate monster mashup.,,
,CID_A_214_Athena_Commando_M_CritterFrenzy_YDM1L,47,Frankenstein's Monster,The original remix.,,
,CID_A_215_Athena_Commando_F_SunriseCastle_48TIZ,47,Chani,A powerful Fremen warrior and skilled survivalist.,,
,CID_A_216_Athena_Commando_M_SunrisePalace_BBQY0,47,Paul Atreides,"Beyond fear, his destiny awaits.",,
,CID_A_217_Athena_Commando_M_CritterRaven,40,Graven,Brooding master of the cursed tomb.,,
,CID_A_218_Athena_Commando_M_CritterManiac_KV6J0,47,The Mummy,Lurching into battle with bandages to spare.,,
,CID_A_219_Athena_Commando_M_Giggle_C2UK0,40,The Batman Who Laughs,You see...a Batman who laughs...is a Batman who always wins. HAHAHAHAHAHAHAHA!,,
,CID_A_220_Athena_Commando_F_PinkEmo,35,Jett,She missed band practice for this. Better make it good. ,,
,CID_A_221_Athena_Commando_M_Relish_8364H,40,Chris Redfield,Mansion incident survivor and boulder enthusiast.,,
,CID_A_222_Athena_Commando_F_Relish_G6S5T,40,Jill Valentine,The Umbrella Corporation doesn't stand a chance.,,
,CID_A_223_Athena_Commando_M_Glitz_MJ5WQ,39,KAWS Skeleton,ALL BONES.,,
,CID_A_224_Athena_Commando_F_ScholarGhoul,40,Grisabelle,"Voted ""Most Likely to Crave Brains... or Haunt the Place Forever."" ",,
,CID_A_225_Athena_Commando_F_CubeQueen,37,The Cube Queen,Terror from beyond reality.,,
,CID_A_226_Athena_Commando_M_SweetTeriyakiRed,44,Gummy Fishstick,The ocean's chewiest hero. ,,
,CID_A_227_Athena_Commando_F_BistroAstronaut_JJLK5,49,Spacefarer Ariana Grande,The galaxy's greatest monster hunter has arrived.,,
,CID_A_228_Athena_Commando_M_DisguiseBlack,41,All-Hallow's Steve,Who's under the mask?,,
,CID_A_229_Athena_Commando_F_DisguiseBlack,41,Tricksy,Treat the competition to a trick.,,
,CID_A_230_Athena_Commando_M_DriftHorror,39,Driftwalker,"Fall into the darkness, and find your way to corrupted victory. ",,
,CID_A_231_Athena_Commando_F_Ashes_TKGK9,39,Dark Phoenix,She is fire! And life incarnate!,,
,CID_A_232_Athena_Commando_F_CritterStreak_YILHR,47,Frankenstein's Bride,Reanimated and reimagined.,,
,CID_A_233_Athena_Commando_M_Grasshopper_5GTT3,45,El Chapulín Colorado,My super vinyl antennas are detecting the presence of an enemy!,,
,CID_A_234_Athena_Commando_M_Grasshopper_A_57ARK,47,Agente Colorado,All my moves are coldly calculated!,,
,CID_A_235_Athena_Commando_M_Grasshopper_B_RHQUY,47,Soldado Colorado,"Good Guys, Follow my lead!",,
,CID_A_236_Athena_Commando_M_Grasshopper_C_47TZ8,47,Guerrero Colorado,I meant to do that.,,
,CID_A_237_Athena_Commando_M_Grasshopper_D_5OEIK,47,Héroe Colorado,More agile than a turtle!,,
,CID_A_238_Athena_Commando_M_Grasshopper_E_Q14K1,47,Defensor Colorado,Stronger than a mouse!,,
,CID_A_239_Athena_Commando_F_Grasshopper_H6LB7,45,Capitana Colorada,More noble than a head of lettuce.,,
,CID_A_240_Athena_Commando_F_Grasshopper_B_9RSI1,47,Amazona Colorada,Full of heart.,,
,CID_A_241_Athena_Commando_F_Grasshopper_C_QGV1I,47,Guerrera Colorada,Somewhat ready to save the day!,,
,CID_A_242_Athena_Commando_F_Grasshopper_D_EIQ7X,47,Heroína Colorada,You weren't counting on my cleverness!,,
,CID_A_243_Athena_Commando_F_Grasshopper_E_L6I24,47,Defensora Colorada,Here to save the day. Accidentally.,,
,CID_A_244_Athena_Commando_M_ZombieElastic,41,Haunted Hunter,Always feed your hunger.,,
,CID_A_245_Athena_Commando_M_ZombieElastic_B,43,Horrorsonic,"First to the brains, every time.",,
,CID_A_246_Athena_Commando_M_ZombieElastic_C,43,Boo-lastoff,"No vitals, all victories.",,
,CID_A_247_Athena_Commando_M_ZombieElastic_D,43,Wanderlost,Predictably undead.,,
,CID_A_248_Athena_Commando_M_ZombieElastic_E,43,The Bitey Volt,He's one dead battery.,,
,CID_A_249_Athena_Commando_F_ZombieElastic,41,Doom Dancer,Lurch where your will takes you.,,
,CID_A_250_Athena_Commando_F_ZombieElastic_B,43,They're Back-Lash,"Reanimate, and strike back.",,
,CID_A_251_Athena_Commando_F_ZombieElastic_C,43,Extinguished Firebrand,Peril on the event horizon.,,
,CID_A_252_Athena_Commando_F_ZombieElastic_D,43,Putrid Polarity,Follow the bright light.,,
,CID_A_253_Athena_Commando_F_ZombieElastic_E,43,Jolterror,Champion of the spectral winds.,,
,CID_A_254_Athena_Commando_M_ButterJack,38,Kernel Poppy,"He's a happy, buttery, lobby lad.",,
,CID_A_255_Athena_Commando_F_SAM_QA7ZS,37,Sierra,Avenging her past from the Shadows. ,,
,CID_A_256_Athena_Commando_F_UproarBraids_8IOZW,46,Arcane Jinx,She's a totally innocent bystander... with a rocket launcher.,,
,CID_A_257_Athena_Commando_M_CatBurglar_Ghost,44,Shadow Midas,The Midas Touch just got ghoulish.,,
,CID_A_258_Athena_Commando_F_NeonCatTech,39,NeuraLynx,Ready for whenever cat-astrophe strikes.,,
,CID_A_259_Athena_Commando_M_PeelyTech,37,P33LY,Nana-Nana's Banana Assassin. ,,
,CID_A_260_Athena_Commando_M_CrazyEightTech,42,CRZ-8,Hiding in the city's darkest pockets.,,
,CID_A_261_Athena_Commando_M_Headband,36,Naruto Uzumaki,Believe it!,,
,CID_A_262_Athena_Commando_M_HeadbandK,37,Kakashi Hatake,I'll protect you with my life. All of you.,,
,CID_A_263_Athena_Commando_M_HeadbandS,37,Sasuke Uchiha,My only goal is in the darkness.,,
,CID_A_264_Athena_Commando_F_HeadbandS,37,Sakura Haruno,We have to be strong. You and me together.,,
,CID_A_265_Athena_Commando_M_Grandeur_TBC0O,42,Andre,Ready for the slopes.,,
,CID_A_266_Athena_Commando_F_Grandeur_9CO1M,42,Renee,"Technical design, tactical precision.",,
,CID_A_267_Athena_Commando_M_Nucleus_XVIVU,41,Nick Fury,Master of espionage and definitely probably not a Life-Model Decoy.,,
,CID_A_268_Athena_Commando_M_AssembleK,37,Robo-Kevin,Homebase's triangular technologist. ,,
,CID_A_269_Athena_Commando_F_HasteStreet_B563I,45,Hangtime,Stay Fly.,,
,CID_A_270_Athena_Commando_M_HasteDouble_8GQHC,45,Swish,So Smooth With It.,,
,CID_A_271_Athena_Commando_M_FNCS_Purple,39,Victor Elite,Rule your kingdom. ,,
,CID_A_272_Athena_Commando_F_Prime,33,Recon Raider,Standard issue Island combatant.,,
,CID_A_273_Athena_Commando_F_Prime_B,35,Sentry Specialist,Standard issue Island combatant. ,,
,CID_A_274_Athena_Commando_F_Prime_C,35,Tactical Tracker,Standard issue Island combatant. ,,
,CID_A_275_Athena_Commando_F_Prime_D,35,Infantry Commander,Standard issue Island combatant. ,,
,CID_A_276_Athena_Commando_F_Prime_E,35,Squad Leader,Standard issue Island combatant. ,,
,CID_A_277_Athena_Commando_F_Prime_F,35,Ballistics Tech,Standard issue Island combatant. ,,
,CID_A_278_Athena_Commando_F_Prime_G,35,Battalion Leader,Standard issue Island combatant. ,,
,CID_A_279_Athena_Commando_M_Prime,33,Battalion Brawler,Standard issue Island combatant. ,,
,CID_A_280_Athena_Commando_M_Prime_B,35,Stealth Specialist ,Standard issue Island combatant. ,,
,CID_A_281_Athena_Commando_M_Prime_C,35,Field Commander,Standard issue Island combatant. ,,
,CID_A_282_Athena_Commando_M_Prime_D,35,Munitions Master,Standard issue Island combatant. ,,
,CID_A_283_Athena_Commando_M_Prime_E,35,Siege Sergeant,Standard issue Island combatant. ,,
,CID_A_284_Athena_Commando_M_Prime_F,35,Cavalry Captain,Standard issue Island combatant. ,,
,CID_A_285_Athena_Commando_M_Prime_G,35,Tank Gunner,Standard issue Island combatant. ,,
,CID_A_286_Athena_Commando_M_Turtleneck,38,The Foundation,His mission is Everything. Leader of The Seven. ,,
,CID_A_287_Athena_Commando_M_LoneWolf,36,Ronin,A wanderer whose road will lead him to glory.,,
,CID_A_288_Athena_Commando_M_BuffLlama,37,Lt. John Llama,Never send an alpaca to do a llama's job.,,
,CID_A_289_Athena_Commando_M_Gumball,35,Gumbo,"Synthetic flavors, authentic attitude.",,
,CID_A_290_Athena_Commando_F_Motorcyclist,40,Harlowe,Reality is what you make it.,,
,CID_A_291_Athena_Commando_F_IslandNomad,39,Haven,Raised by the Island. Born to defend it.,,
,CID_A_292_Athena_Commando_F_ExoSuit,35,Shanta,Journey through the ancestral plane.,,
,CID_A_293_Athena_Commando_M_ParallelComic,41,Spider-Man,Just your friendly neighborhood wall-crawler.,,
,CID_A_294_Athena_Commando_F_RustyBolt_DB20X,43,Kait Diaz,Outsider turned soldier in the COG Army and member of Delta-One.,,
,CID_A_295_Athena_Commando_M_RustyBolt_FEHJ0,43,Marcus Fenix,Legendary hero of the Pendulum and Locust Wars brought back into the fight by his son.,,
,CID_A_296_Athena_Commando_M_DarkPit,35,Absenz,Leave only destruction in your absence...,,
,CID_A_297_Athena_Commando_F_Network,35,Sultura,Linked up and ready for combat.,,
,CID_A_298_Athena_Commando_M_Slither_EJ6DB,41,Karateka Jones,Learning karate to defend reality.,,
,CID_A_299_Athena_Commando_M_Slither_B_1X28D,43,Dojo Defender,Rival dojos beware.,,
,CID_A_300_Athena_Commando_M_Slither_C_IJ94B,43,Gi Guardian,The robe isn't just for show.,,
,CID_A_301_Athena_Commando_M_Slither_D_O7BM2,43,Black Belt Brawler,These colors were earned.,,
,CID_A_302_Athena_Commando_M_Slither_E_U47BK,43,Kumite Clasher,Combat trained and battle ready.,,
,CID_A_303_Athena_Commando_F_Slither_D0YX9,41,Kata Captain,This is what she's trained for.,,
,CID_A_304_Athena_Commando_F_Slither_B_MO4VZ,43,Mat Master,Step up to the mat and see what happens.,,
,CID_A_305_Athena_Commando_F_Slither_C_UE2Q9,43,Shuto Striker,Chop it up.,,
,CID_A_306_Athena_Commando_F_Slither_D_I6D2O,43,Keri Commander,Never skipped leg day even once.,,
,CID_A_307_Athena_Commando_F_Slither_E_CSPZ8,43,Heron Stance Hero,Strike with speed. Fight with honor.,,
,CID_A_308_Athena_Commando_F_Sunshine,36,Dawn,A dash of celestial sass.,,
,CID_A_309_Athena_Commando_M_OrbitTeal_9RBJL,43,Boba Fett,A simple man making his way through the galaxy like his father before him.,,
,CID_A_310_Athena_Commando_F_ScholarFestive,42,Krisabelle,"Voted ""Most Festive Holiday Witch"" 3 years in a row.",,
,CID_A_311_Athena_Commando_F_ScholarFestiveWinter,48,Blizzabelle,Voted Teen Queen of Winterfest by a jury of her witchy peers.,,
,CID_A_312_Athena_Commando_F_RainbowHat,38,Glumbunny,It's about to hop off.,,
,CID_A_313_Athena_Commando_M_BlizzardBomber,42,Cozy Knit Jonesy,Perfect for snuggling up on cold Winterfest nights.,,
,CID_A_314_Athena_Commando_F_NightCapsule_TAK2P,46,Nalia,Fierce guardian of her ancestral frozen forests.,,
,CID_A_315_Athena_Commando_M_NightCapsule_B31L1,46,Frigid Foregoer,Thawed and ready for revenge.,,
,CID_A_316_Athena_Commando_M_Lateral_K8XD9,41,Spider-Man (No Way Home),High school was hard enough even before Peter Parker got spider-powers.,,
,CID_A_317_Athena_Commando_F_Lateral_HIKN9,41,MJ (No Way Home),"What's up, dorks?",,
,CID_A_318_Athena_Commando_M_KittyWarrior,40,Azuki,Wandering warrior destined to end the Whiskeria Wars.,,
,CID_A_319_Athena_Commando_F_Peppermint,38,Reina,A ruthless reindeer warrior with a very shiny eyepatch.,,
,CID_A_320_Athena_Commando_M_CatburglarWinter,44,Icebound Midas,"Golden touch, cold to touch.",,
,CID_A_321_Athena_Commando_F_JurassicArchaeologyWinter,53,Ice Crystal,You ever heard of the ice age?,,
,CID_A_322_Athena_Commando_F_RenegadeRaiderIce,45,Permafrost Raider,What could freeze a heart that burns?,,
,CID_A_323_Athena_Commando_M_BananaWinter,40,Polar Peely,That's one cool banana.,,
,CID_A_324_Athena_Commando_F_InnovatorFestive_3FUPH,50,Snow Stealth Slone,Equipped for the frostiest stealth missions.,,
,CID_A_325_Athena_Commando_F_Scout,33,Mel,In the mix and on the hunt.,,
,CID_A_326_Athena_Commando_M_SharpDresserBlack,45,Stash'd,No one said being fresh was easy.,,
,CID_A_327_Athena_Commando_M_SkullPunk_9QTQI,43,Aftermath,The ultimate encore.,,
,CID_A_328_Athena_Commando_M_Foe_S31ZA,37,Green Goblin,He won't rest until he's destroyed Spider-Man.,,
,CID_A_329_Athena_Commando_F_Uproar_I5N5Z,40,Arcane Vi,The Piltover enforcer.,,
,CID_A_330_Athena_Commando_M_Keen_2DTXM,38,Clint Barton,He's a Super Hero. Seriously.,,
,CID_A_331_Athena_Commando_F_Keen_B4LF5,38,Kate Bishop,Being a Super Hero is amazing. Everyone should try it.,,
,CID_A_332_Athena_Commando_F_PrimalFalcon_3ITKM,46,Myna,Fury flies on dark wings. ,,
,CID_A_333_Athena_Commando_M_Solstice_C1YP3,42,Krrsantan,"A former gladiator turned bounty hunter, Krrsantan is a towering black-furred Wookiee.",,
,CID_A_334_Athena_Commando_M_Sleek_U06KF,39,Bruno Mars,Entertainer and reluctant assassin.,,
,CID_A_335_Athena_Commando_M_SleekGlasses_8SYX2,46,Anderson .Paak,Silk Sonic's elegant emcee. ,,
,CID_A_336_Athena_Commando_M_Zest_66JC5,38,MARSHINOBI,Mello melee master.,,
,CID_A_337_Athena_Commando_F_Zest_ZBXGN,38,Marsha,Keep the party going.,,
,CID_A_338_Athena_Commando_F_Galactic_HN9DO,42,Fennec Shand,"If you go after her, you won't make it past sunrise.",,
,CID_A_339_Athena_Commando_F_LoveQueen,37,Queen of Hearts,The queen of our hearts. ,,
,CID_A_340_Athena_Commando_M_Gimmick_HK68X,41,Gambit,The Ragin' Cajun: Remy LeBeau.,,
,CID_A_341_Athena_Commando_F_Gimmick_RB41V,41,Rogue,The southern belle of the X-Men.,,
,CID_A_342_Athena_Commando_M_Rover_WKA61,39,Nathan Drake,Unparalleled adventurer with a nose for treasure and a penchant for trouble.,,
,CID_A_343_Athena_Commando_F_Rover_KR41G,39,Chloe Frazer,"Infamous thief for hire. Better watch your back, cowboy.",,
,CID_A_344_Athena_Commando_M_TreyCozy_6ZK7H,42,NBA 75 Fit,MVP in the making.,,
,CID_A_345_Athena_Commando_M_TreyCozy_B_4EP38,44,NBA 75 Flash,The defense will never see you coming.,,
,CID_A_346_Athena_Commando_M_TreyCozy_C_7P9HU,44,NBA 75 Dunk,Never benched. Always ready.,,
,CID_A_347_Athena_Commando_M_TreyCozy_D_OKJU9,44,NBA 75 Shot-Caller,Control the court.,,
,CID_A_348_Athena_Commando_M_TreyCozy_E_VH8P6,44,NBA 75 Baller,Cross up the competition.,,
,CID_A_349_Athena_Commando_F_TreyCozy_Y4D2W,42,NBA 75 Flex,Hustle and style.,,
,CID_A_350_Athena_Commando_F_TreyCozy_B_8TH8C,44,NBA 75 Clutch,This is your arena.,,
,CID_A_351_Athena_Commando_F_TreyCozy_C_A9Q45,44,NBA 75 Swish,Be like a knife through butter.,,
,CID_A_352_Athena_Commando_F_TreyCozy_D_2CLR3,44,NBA 75 Slam,Make them fight for every point.,,
,CID_A_353_Athena_Commando_F_TreyCozy_E_JRL60,44,NBA 75 High-Flyer,Gravity is just a suggestion.,,
,CID_A_354_Athena_Commando_F_ShatterFlyEclipse,45,Monarch,The darkness is growing.,,
,CID_A_355_Athena_Commando_M_PeelyToon,37,Toon Peely,"Uh oh, gotta split!",,
,CID_A_356_Athena_Commando_M_WeepingWoodsToon,44,Toon Bushy,Sworn protector of Paintbrush Forest.,,
,CID_A_357_Athena_Commando_F_ValentineFashion_B3S3R,50,Tracy Trouble,She's got you in her sights.,,
,CID_A_358_Athena_Commando_F_Lurk,32,Mary Jane Watson,"Face it, Tiger... you just hit the jackpot!",,
,CID_A_359_Athena_Commando_F_BunnyPurple,39,Leelah,The bunny's got her back.,,
,CID_A_360_Athena_Commando_F_LeatherJacketPurple,47,Halley,"A bit prickly, until you get to know her.",,
,CID_A_361_Athena_Commando_F_Thrive,34,Naomi Osaka,She's here to win.,,
,CID_A_362_Athena_Commando_F_ThriveSpirit,40,Dark Priestess Naomi,Channeling power from beyond.,,
,CID_A_363_Athena_Commando_M_Journey,35,Ezio Auditore,Requiescat in pace.,,
,CID_A_364_Athena_Commando_F_Jade,32,Zoe Clash,"Fresh fit, fresh kicks, and always looking for a fresh adventure.",,
,CID_A_365_Athena_Commando_F_FNCS_Blue,37,FNCS 3:1 Champion,The real MVP.,,
,CID_A_366_Athena_Commando_M_AssembleP,37,Mecha-Pop,*beep* *click* *whirrrr*,,
,CID_A_367_Athena_Commando_M_Mystic,34,Doctor Strange,Sorcerer Supreme and Master of the Mystic Arts.,,
,CID_A_368_Athena_Commando_M_Sienna,34,Prowler,Technologically enhanced world-class criminal and the most dangerous thief in America.,,
,CID_A_369_Athena_Commando_F_CyberArmor,38,Tsuki 2.0,"Kata Tech's latest weapon, sent to hunt down a broken protoype.",,
,CID_A_370_Athena_Commando_M_OrderGuard,38,Gunnar,Decorated and feared enforcer of the Imagined Order’s command.,,
,CID_A_371_Athena_Commando_F_Cadet,33,Kiara K.O.,Beloved leader of Tango squadron.,,
,CID_A_372_Athena_Commando_F_KnightCat,37,Erisa,A lost princess from a forgotten realm of warriors.,,
,CID_A_373_Athena_Commando_M_OriginPrisoner,42,The Origin,His reality lives on. One of The Seven.,,
,CID_A_374_Athena_Commando_F_Binary,34,The Imagined,Her past is the key to our future. One of The Seven.,,
,CID_A_375_Athena_Commando_F_Snowfall_WXW2T,42,Chloe Kim,Olympic champion and queen of the half-pipe.,,
,CID_A_376_Athena_Commando_F_JourneyMentor_66VFP,47,Eivor Varinsdottir,Her destiny is hers to weave.,,
,CID_A_377_Athena_Commando_F_LittleEgg_OMNB5,43,Chica,"Get ready to win, pollos. ",,
,CID_A_378_Athena_Commando_F_Bacteria_8JYGU,42,Sayara,Nowhere is safe from you.,,
,CID_A_379_Athena_Commando_F_VampireHunter,41,Sorina,The darkest shadows fall from moonlight. ,,
,CID_A_380_Athena_Commando_M_CactusRocker_SBI3T,46,Wilder,Let's open this pit up.,,
,CID_A_381_Athena_Commando_F_CactusRocker_3HTBV,46,Lyric,Happy Coachella.,,
,CID_A_382_Athena_Commando_M_CactusDancer,40,Alto,Live the front row lifestyle.,,
,CID_A_383_Athena_Commando_F_CactusDancer,40,Poet,Show 'em how to do it.,,
,CID_A_384_Athena_Commando_M_Rumble,34,Blanka,Seeing you in action is a joke!,,
,CID_A_385_Athena_Commando_F_Rumble,34,Sakura,Now you know: justice always prevails!,,
,CID_A_386_Athena_Commando_M_Croissant,37,Moon Knight,Appointed as Khonshu's fist and given the ability to enact justice for those traveling at night.,,
,CID_A_387_Athena_Commando_M_Lyrical,35,Throwback BG,Rep the W.,,
,CID_A_388_Athena_Commando_F_Lyrical,35,B.R.I.T.E.,Claim the W.,,
,CID_A_390_Athena_Commando_M_Blackbird,37,Golden Gear Midas,Hittin' the streets and makin' bank.,,
,CID_A_391_Athena_Commando_F_Nightingale,39,Ricochet Rox,Everyone's favorite mecha-fighting miss!,,
,CID_A_392_Athena_Commando_F_Mockingbird,39,Ready Penny,She's never caught off-guard.,,
,CID_A_393_Athena_Commando_F_Forsake,35,Southpaw,Everyone loves an underdog.,,
,CID_A_394_Athena_Commando_M_DarkStorm,37,Stormfarer,A martial arts expert seeking total control of the Storm.,,
,CID_A_395_Athena_Commando_F_BinaryTwin,38,The Order,Her honor will lead us to victory. One of the Seven. ,,
,CID_A_396_Athena_Commando_F_Raspberry,37,Zuri,"An undefeated fighter, known for her grace in combat.",,
,CID_A_397_Athena_Commando_M_Indigo,34,RoboCop,The future of law enforcement.,,
,CID_A_398_Athena_Commando_F_NeonCatSpeed,40,Panther,An IO agent tasked with infiltrating the Seven.,,
,CID_A_399_Athena_Commando_F_Ultralight,38,Scarlet Witch,Sokovian sorceress with the ability to harness Chaos Magic.,,
,CID_A_400_Athena_Commando_F_ShinyCreature,41,Guardian Amara,Protector of the Island's ancient temples. ,,
,CID_A_401_Athena_Commando_M_CarbideKnight,41,Omega Knight,There can only be one knight.,,
,CID_A_402_Athena_Commando_F_RebirthFresh,40,Ramirez Redux,She's back in action.,,
,CID_A_403_Athena_Commando_F_RebirthFresh_B,42,General Banshee,She makes the orders. You take them.,,
,CID_A_404_Athena_Commando_F_RebirthFresh_C,42,Taskforce Rio,Stay focused on the objective.,,
,CID_A_405_Athena_Commando_F_RebirthFresh_D,42,Emmy Elite,Squad up with the greatest.,,
,CID_A_406_Athena_Commando_M_RebirthFresh,40,Jonesy the Secondst,"You never forget your second run, either.",,
,CID_A_407_Athena_Commando_M_RebirthFresh_B,42,Captain Carlos,Are you ready for the drop?,,
,CID_A_408_Athena_Commando_M_RebirthFresh_C,42,Heavy Hitter Hector,You're next.,,
,CID_A_409_Athena_Commando_M_RebirthFresh_D,42,Mercenary Mansu,Ready for anything on the battlefield.,,
,CID_A_410_Athena_Commando_M_MaskedDancer_FNCS,45,FNCS Champion Seeker,Nothing's lost that can't be won.,,
,CID_A_411_Athena_Commando_M_Noble,33,Obi-Wan Kenobi,Hope survives.,,
,CID_A_412_Athena_Commando_M_FlappyGreen,39,Major Mancake,Buttered up and ready for batter. ,,
,CID_A_413_Athena_Commando_M_Glare,33,Toni,They're a classic throwback with style to spare.,,
,CID_A_414_Athena_Commando_M_ModNinja,36,Min-joon,Irresistible charm. Undeniable power.,,
,CID_A_415_Athena_Commando_M_Alfredo,35,Ali-A,Leader of the Ali-A Army.,,
,CID_A_416_Athena_Commando_M_Armadillo,37,Mecha Strike Navigator,Mecha Strike Command needs you. ,,
,CID_A_417_Athena_Commando_F_Armadillo,37,Mecha Strike Defender,Mecha Strike Command needs you. ,,
,CID_A_418_Athena_Commando_M_ArmadilloRobot,42,Mecha Strike Commander,Legendary battle mech reborn. ,,
,CID_A_419_Athena_Commando_F_EternalVanguard,43,Eternal Wanderer,Charting the dark fringes of the universe.,,
,CID_A_420_Athena_Commando_F_NeonGraffitiLava,44,Tectonic Komplex,The world is waiting. Make your move.,,
,CID_A_421_Athena_Commando_F_BlizzardBomber,42,Blizzard Bomber,The future looks frosty. ,,
,CID_A_422_Athena_Commando_M_Realm,33,Darth Vader,"Join him, and together you will rule the galaxy.",,
,CID_A_423_Athena_Commando_M_Canary,34,Indiana Jones,World famous archaeologist adventurer.,,
,CID_A_424_Athena_Commando_M_Lancelot,36,Malik,His destiny has been foretold for a thousand generations.,,
,CID_A_425_Athena_Commando_F_BlueJay,35,Evie,Criminal. Vigilante. And the Peace Syndicate's secret weapon.,,
,CID_A_427_Athena_Commando_F_Fuchsia,35,Adira,In the crucible of the ancients a new path is forged. ,,
,CID_A_428_Athena_Commando_F_PinkWidow,37,Sabina,"Her bridges are burned, there's no turning back.",,
,CID_A_429_Athena_Commando_M_Collectable,39,Snap,All assembly required.,,
,CID_A_430_Athena_Commando_M_SpectacleWeb,40,Spider-Man Zero,Battle ready friendly neighborhood wall-crawler.,,
,CID_A_431_Athena_Commando_M_JonesyOrange,40,Jones Unchained,Some call him The Legend.,,
,CID_A_432_Athena_Commando_M_Ensemble,36,Itachi Uchiha,Even the strongest of opponents always has a weakness.,,
,CID_A_433_Athena_Commando_M_EnsembleSnake,41,Orochimaru,One only truly grasps the value of something once it has been taken away from you.,,
,CID_A_434_Athena_Commando_M_EnsembleMaroon,42,Gaara,When did all of you forsake yourselves?,,
,CID_A_435_Athena_Commando_F_Ensemble,36,Hinata Hyuga,"Because never going back on one's word...is my shinobi way, too!",,
,CID_A_436_Athena_Commando_M_RedSleeves,38,Fox Fire,Face the threat head on. ,,
,CID_A_437_Athena_Commando_M_ChiselMashup,40,KAWSPEELY,"Potassium, served bone-in.",,
,CID_A_438_Athena_Commando_F_Gloom,33,Phaedra,A dark sea witch with unknowable power.,,
,CID_A_439_Athena_Commando_M_Trifle,34,Thor Odinson,He is no ordinary man. He is a god.,,
,CID_A_440_Athena_Commando_F_Parfait,35,Mighty Thor,"The new worthy wielder of Mjolnir, Jane Foster.",,
,CID_A_441_Athena_Commando_F_PennantSeasOne,42,Tilted Trooper,The true hero of Tilted Towers. ,,
,CID_A_442_Athena_Commando_F_PennantSeasOne_B,44,Dusty Daredevil,The dutiful defender of Dusty Depot. ,,
,CID_A_443_Athena_Commando_F_PennantSeasOne_C,44,Risky Raider,The rightful ruler of Risky Reels. ,,
,CID_A_444_Athena_Commando_F_PennantSeasOne_D,44,Salty Striker,The savory savior of Salty Springs. ,,
,CID_A_445_Athena_Commando_F_PennantSeasOne_E,44,Lucky Leader,The legend of Lucky Landing. ,,
,CID_A_446_Athena_Commando_M_PennantSeasOne,42,Fearless Flusher,The fiend of Flush Factory. ,,
,CID_A_447_Athena_Commando_M_PennantSeasOne_B,44,Wailing Warrior,The wild warrior of Wailing Woods. ,,
,CID_A_448_Athena_Commando_M_PennantSeasOne_C,44,Mato Marauder,The triumphant of Tomato Town. ,,
,CID_A_449_Athena_Commando_M_PennantSeasOne_D,44,Pleasant Patroller,The patron patroller of Pleasant Park. ,,
,CID_A_450_Athena_Commando_M_PennantSeasOne_E,44,Recline Raider,The comfy champion of The Chair. ,,
,CID_A_451_Athena_Commando_F_Rays,32,Khari,A worthy hunter whose enchanted arrows never miss their mark.,,
,CID_A_452_Athena_Commando_F_Barium,34,Hana,The greatest speedboarder in her Reality. ,,
,CID_A_453_Athena_Commando_F_FuzzyBearSummer,43,Syd,Approach with clawtion.,,
,CID_A_454_Athena_Commando_M_Ohana,33,John Cena,The Champ... is... HERE!,,
,CID_A_455_Athena_Commando_F_SummerStride,40,Medley,Kick it into high gear.,,
,CID_A_456_Athena_Commando_F_Fruitcake,37,Belle Berry,All that and a dollop of whipped cream.,,
,CID_A_457_Athena_Commando_F_PunkKoiSummer,41,Slayer Charlotte,Same Charlotte. Same cursed sword. Now 30% more possessed!,,
,CID_A_458_Athena_Commando_M_SunStar,35,Unstuffed Guff,Still tuff without the fluff.,,
,CID_A_459_Athena_Commando_M_SunTide,35,Riptide Raz,Expert of spire-al air tricks.,,
,CID_A_460_Athena_Commando_F_SunBeam,35,Undercover Kor,This next mission requires blending in with the beach party.,,
,CID_A_461_Athena_Commando_M_DesertShadow,40,Wolverine Zero,"They call him Patch, and he’s the best there is at what he does.",,
,CID_A_462_Athena_Commando_M_Stamina,35,Son Goku,"Hey it's me, Goku!",,
,CID_A_463_Athena_Commando_M_StaminaVigor,40,Vegeta,Never forget your Saiyan pride!,,
,CID_A_464_Athena_Commando_M_StaminaCat,38,Beerus,Of course before any creation must come destruction.,,
